Survey	Location	id	Serial	Morph	C_Age	TL_mm	M_radius	Age	Radius	L	TL_inch	L2
11	Isle Royale	1122	LSIR06-6-161	Siscowet	28	619	1.82855	24	1.71181	577.7745921	22.74703119	575.1595206
11	Isle Royale	1122	LSIR06-6-161	Siscowet	28	619	1.82855	25	1.74409	589.1739083	23.19582316	587.2578059
11	Isle Royale	1122	LSIR06-6-161	Siscowet	28	619	1.82855	26	1.7665	597.0877458	23.50739157	595.6678579
11	Isle Royale	1122	LSIR06-6-161	Siscowet	28	619	1.82855	27	1.79302	606.4529832	23.8761017	605.6317605
11	Isle Royale	1122	LSIR06-6-161	Siscowet	28	619	1.82855	28	1.82855	619	24.37007874	619
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	1	0.3717	95.37210362	3.754807229	92.12023503
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	2	0.52798	144.4608276	5.687434158	140.2973114
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	3	0.66005	185.9450084	7.320669623	181.5157985
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	4	0.77825	223.0725179	8.782382593	218.7176112
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	5	0.86898	251.5714936	9.904389512	247.4447675
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	6	0.962	280.7897756	11.05471557	277.0340249
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	7	1.06241	312.3293122	12.29642961	309.115045
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	8	1.1454	338.3970956	13.3227203	335.7316216
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	9	1.20563	357.3157919	14.06755086	355.102036
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	10	1.26741	376.7213548	14.8315494	375.0150898
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	11	1.31907	392.9481495	15.47039959	391.6990607
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	12	1.35777	405.1041107	15.94898074	404.2163622
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	13	1.39514	416.8423089	16.41111452	416.3183503
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	14	1.41539	423.2029863	16.66153489	422.8821249
11	Isle Royale	1123	LSIR06-6-162	Humper	15	433	1.44658	15	1.44658	433	17.04724409	433
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	1	0.44726	120.3741688	4.739140503	116.0881351
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	2	0.5926	166.6207292	6.559871227	161.6891152
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	3	0.71192	204.5878379	8.054639288	199.5457257
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	4	0.84056	245.5205304	9.666162615	240.7075488
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	5	0.93884	276.792802	10.89735441	272.3656934
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	6	1.00785	298.751486	11.76186953	294.6932465
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	7	1.06486	316.8918218	12.47605598	313.1948821
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	8	1.1045	329.5050987	12.97264168	326.0880385
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	9	1.14166	341.3292502	13.43815946	338.1950855
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	10	1.19717	358.9922925	14.13355482	356.3163667
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	11	1.24744	374.9879894	14.76330667	372.7624978
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	12	1.28812	387.9321898	15.27292086	386.0949459
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	13	1.32575	399.9058933	15.74432651	398.4460978
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	14	1.35747	409.9990603	16.14169529	408.8707401
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	15	1.38984	420.2990545	16.54720687	419.5212534
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	16	1.41972	429.8067415	16.92152525	429.3632449
11	Isle Royale	1124	LSIR06-6-163	Siscowet	17	442	1.45804	17	1.45804	442	17.4015748	442
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	1	0.34989	82.91297927	3.264290523	82.23403067
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	2	0.50046	126.2401606	4.970085063	125.3235288
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	3	0.6187	160.2642419	6.309615822	159.2518046
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	4	0.72246	190.1216393	7.485103911	189.0773698
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	5	0.83856	223.5299262	8.800390795	222.4989466
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	6	0.9642	259.6833901	10.22375552	258.7170767
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	7	1.03318	279.5326892	11.00522398	278.6216612
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	8	1.15519	314.6416046	12.38746475	313.8592702
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	9	1.25527	343.4400658	13.52126243	342.790309
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	10	1.33715	367.0013968	14.44887389	366.4767499
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	11	1.41167	388.4448554	15.29310454	388.0462612
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	12	1.4735	406.2367105	15.99357128	405.9510674
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	13	1.52206	420.2100645	16.54370333	420.0182271
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	14	1.55642	430.097306	16.9329648	429.9744665
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	15	1.59039	439.8723233	17.317808	439.8197825
11	Isle Royale	1125	LSIR06-6-164	Siscowet	16	447	1.61516	16	1.61516	447	17.5984252	447
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	1	0.3848	98.32881969	3.871213374	95.45924242
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	2	0.57614	157.5356697	6.202191721	153.8628009
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	3	0.73373	206.2991666	8.122014434	202.5433747
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	4	0.84888	241.9303403	9.524816549	238.3732421
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	5	0.9407	270.3424495	10.64340352	267.0783565
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	6	0.99752	287.9244147	11.33560688	284.8959138
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	7	1.06784	309.6837211	12.19227249	307.0001887
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	8	1.1234	326.8758011	12.86912603	324.5042958
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	9	1.17554	343.0096213	13.5043158	340.9610054
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	10	1.22312	357.7324285	14.08395388	356.0027889
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	11	1.2777	374.6212645	14.74886868	373.2849615
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	12	1.33168	391.3244408	15.40647405	390.4048504
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	13	1.38856	408.924972	16.09940835	408.4731
11	Isle Royale	1126	LSIR06-6-165	Siscowet	14	425	1.44051	14	1.44051	425	16.73228346	425
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	1	0.35876	87.60998566	3.449212034	86.00163606
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	2	0.52245	136.2960471	5.365986107	134.1412391
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	3	0.68279	183.9857233	7.243532413	181.6274265
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	4	0.79329	216.851566	8.537463228	214.5020439
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	5	0.90872	251.1837309	9.889123264	248.9522205
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	6	1.01281	282.1430573	11.10799438	280.1019069
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	7	1.08569	303.8196421	11.96140323	301.9545983
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	8	1.15604	324.7437329	12.78518633	323.0796323
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	9	1.22277	344.5911327	13.56658003	343.1440626
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	10	1.27293	359.5101433	14.15394265	358.2422981
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	11	1.32386	374.6581738	14.7503218	373.5858214
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	12	1.36695	387.4743653	15.25489627	386.5776694
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	13	1.4123	400.9627451	15.78593485	400.2607352
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	14	1.45564	413.8532937	16.29343676	413.3464626
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	15	1.50808	429.4504411	16.90749768	429.1913136
11	Isle Royale	1127	LSIR06-6-166	Siscowet	16	445	1.56036	16	1.56036	445	17.51968504	445
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	1	0.51375	135.7741554	5.345439189	133.0642389
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	2	0.63634	172.908201	6.807409487	170.0004458
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	3	0.76205	210.9873336	8.306587936	208.0983312
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	4	0.86036	240.7666632	9.479002489	238.0250265
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	5	0.96072	271.1669635	10.6758647	268.6810828
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	6	1.0348	293.6067228	11.5593198	291.3715027
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	7	1.12062	319.6026751	12.58278248	317.7181905
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	8	1.18968	340.5218136	13.40637061	338.9634742
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	9	1.2638	362.9736894	14.29030273	361.8062356
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	10	1.32209	380.6304601	14.98545118	379.7985713
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	11	1.38413	399.4231527	15.72532097	398.9743576
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	12	1.41938	410.1008189	16.14570153	409.8811699
11	Isle Royale	1128	LSIR06-6-167	Siscowet	13	420	1.45206	13	1.45206	420	16.53543307	420
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	1	0.37983	86.99157582	3.42486519	88.15348888
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	2	0.53175	127.8680861	5.034176618	129.3899485
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	3	0.70133	173.4963024	6.830563085	175.214852
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	4	0.82631	207.124174	8.154495038	208.8804055
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	5	0.93383	236.0541528	9.293470583	237.7822986
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	6	1.0151	257.9211485	10.15437593	259.595242
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	7	1.09346	279.0051621	10.9844552	280.6027799
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	8	1.18211	302.8578651	11.923538	304.3423408
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	9	1.2452	319.8332405	12.59185986	321.2211261
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	10	1.31258	337.9629092	13.30562635	339.2337604
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	11	1.38247	356.7679336	14.04598164	357.9030285
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	12	1.44701	374.1334547	14.72966357	375.1308397
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	13	1.5149	392.4003471	15.44883256	393.2406856
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	14	1.58524	411.3264512	16.19395477	411.9914907
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	15	1.64259	426.7573876	16.80147195	427.2704201
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	16	1.71077	445.1023091	17.52371296	445.424443
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	17	1.77396	462.1045911	18.19309414	462.2402869
11	Isle Royale	1129	LSIR06-6-168	Siscowet	18	474	1.81817	18	1.81817	474	18.66141732	474
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	1	0.41879	126.3522903	4.974499617	115.8330844
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	2	0.59914	193.3653254	7.612808085	180.4700424
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	3	0.74979	249.342668	9.816640471	236.1592855
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	4	0.87145	294.5481343	11.59638324	282.045971
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	5	0.95009	323.7685672	12.74679399	312.086886
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	6	1.03714	356.1139218	14.02023314	345.6569104
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	7	1.12605	389.1504006	15.32088191	380.2623172
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	8	1.1916	413.5069543	16.27980135	405.9681193
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	9	1.25617	437.4993672	17.22438454	431.4405849
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	10	1.31241	458.3965843	18.04710962	453.7435893
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	11	1.35728	475.0690261	18.70350497	471.6125716
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	12	1.40128	491.4182002	19.34717324	489.1976339
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	13	1.44244	506.7121094	19.94929565	505.7021783
11	Isle Royale	1130	LSIR06-6-169	Siscowet	14	519	1.47551	14	1.47551	519	20.43307087	519
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	1	0.39713	99.82955555	3.930297463	97.67769812
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	2	0.61884	166.4606184	6.553567652	163.6116991
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	3	0.71865	196.4567682	7.734518432	193.5100588
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	4	0.86152	239.3938479	9.424954641	236.490645
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	5	0.95667	267.9895162	10.55076835	265.2194428
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	6	1.03156	290.4963959	11.43686598	287.8832918
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	7	1.13499	321.5804734	12.66064856	319.2532791
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	8	1.22156	347.5975728	13.68494381	345.5666229
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	9	1.29443	369.4973768	14.54714082	367.7531689
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	10	1.36742	391.4332447	15.41075767	390.0084982
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	11	1.42049	407.382505	16.0386813	406.2093324
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	12	1.47697	424.3565812	16.70695202	423.4682487
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	13	1.52378	438.424508	17.2608074	437.7851504
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	14	1.57442	453.6434743	17.8599793	453.2861994
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	15	1.60327	462.3138372	18.20133217	462.1230305
11	Isle Royale	1131	LSIR06-6-170	Siscowet	16	472	1.6355	16	1.6355	472	18.58267717	472
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	1	0.38	96.48989635	3.798814817	93.66518783
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	2	0.49604	132.2275386	5.205808606	128.7386951
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	3	0.60227	164.9439272	6.493855402	161.1042564
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	4	0.71542	199.7915161	7.865807722	195.7994493
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	5	0.83289	235.9695654	9.290140369	232.0239502
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	6	0.9237	263.9369498	10.3912185	260.1519701
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	7	1.00952	290.3675294	11.4317925	286.823944
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	8	1.09344	316.2129529	12.44932885	312.9825731
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	9	1.16254	337.4941583	13.28717159	334.5748802
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	10	1.2185	354.728547	13.96569083	352.0943709
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	11	1.2847	375.1166193	14.76837084	372.8560995
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	12	1.33509	390.6355765	15.37935341	388.6847585
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	13	1.36344	399.3667223	15.7230993	397.5994134
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	14	1.38161	404.962663	15.94341193	403.3163966
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	15	1.40198	411.2361529	16.19039972	409.7287192
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	16	1.41589	415.5201119	16.35905953	414.1093633
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	17	1.43773	422.246328	16.62387118	420.9904247
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	18	1.45994	429.0864954	16.89316911	427.9918215
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	19	1.47886	434.9134188	17.12257554	433.9590407
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	20	1.51595	446.3362829	17.5722946	445.6646763
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	21	1.53265	451.4794976	17.77478337	450.938506
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	22	1.54899	456.5118405	17.97290711	456.1005997
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	23	1.56917	462.7268148	18.21759113	462.4784513
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	24	1.58863	468.7200458	18.45354511	468.631474
11	Isle Royale	1132	LSIR06-6-171	Siscowet	25	472	1.59928	25	1.59928	472	18.58267717	472
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	1	0.40353	125.5347336	4.942312348	112.1091988
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	2	0.59901	201.7296533	7.942112337	183.8645583
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	3	0.73433	254.475185	10.01870807	235.2992692
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	4	0.83601	294.1083927	11.57907058	274.7214911
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	5	0.9352	332.771039	13.10122201	313.7410712
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	6	1.03342	371.055595	14.60848799	352.874786
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	7	1.10926	400.6167916	15.77231463	383.4024817
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	8	1.18657	430.7509703	16.95869962	414.7819912
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	9	1.25979	459.2909335	18.08232022	444.7298932
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	10	1.31486	480.7563225	18.92741427	467.3935867
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	11	1.37158	502.8648545	19.79782892	490.8562243
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	12	1.42633	524.2055127	20.63801231	513.6152369
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	13	1.48925	548.7307038	21.60357101	539.9005921
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	14	1.52799	563.8309247	22.1980679	556.1516328
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	15	1.56624	578.7401516	22.78504534	572.2459315
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	16	1.60008	591.9304324	23.30434773	586.5242432
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	17	1.6416	608.114252	23.94150599	604.092746
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	18	1.67282	620.2832995	24.42060234	617.3383726
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	19	1.70078	631.181652	24.84967134	629.2262236
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	20	1.7248	640.5442567	25.21827782	639.4577337
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	21	1.74246	647.4278371	25.48928492	646.9911277
11	Isle Royale	1133	LSIR06-6-172	Siscowet	22	652	1.75419	22	1.75419	652	25.66929134	652
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	1	0.344515217	91.39791607	3.598343153	86.39129205
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	2	0.531710871	154.3166762	6.075459693	147.4370407
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	3	0.665116703	199.1560158	7.840788024	191.9352738
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	4	0.756368156	229.8267507	9.048297271	222.7508158
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	5	0.858274719	264.0787989	10.39680311	257.4784058
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	6	0.949622599	294.7819439	11.60558834	288.8600239
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	7	1.030395724	321.9307839	12.67444031	316.7894185
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	8	1.098135222	344.698862	13.57082134	340.33326
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	9	1.164990813	367.1698478	14.45550582	363.6716388
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	10	1.225401911	387.4747601	15.25491182	384.8427383
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	11	1.287404043	408.3144387	16.0753716	406.6488658
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	12	1.337272528	425.0758495	16.73526967	424.2421474
11	Isle Royale	1134	LSIR06-6-173	Siscowet	13	441	1.38465	13	1.38465	441	17.36220472	441
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	1	0.40125	88.00648456	3.464822227	91.05558254
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	2	0.53664	122.0017643	4.803219066	125.7824177
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	3	0.65238	151.0630958	5.947365977	155.1889957
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	4	0.75528	176.9004123	6.964583162	181.1582075
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	5	0.8696	205.6051939	8.094692673	209.8458282
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	6	0.96039	228.4017922	8.992196544	232.5213287
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	7	1.06419	254.4650911	10.01831067	258.3425925
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	8	1.16814	280.5660537	11.04590763	284.1011777
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	9	1.26347	304.5026075	11.98829163	307.6437291
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	10	1.32896	320.9465906	12.63569254	323.7759441
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	11	1.39592	337.7596782	13.29762512	340.237722
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	12	1.45176	351.7806282	13.84963103	353.9417228
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	13	1.48943	361.2392454	14.22201754	363.1746804
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	14	1.51383	367.3658783	14.46322355	369.150195
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	15	1.54653	375.5765707	14.78647916	377.1523917
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	16	1.57839	383.5763462	15.10143095	384.9425792
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	17	1.62573	395.4630184	15.56941017	396.5063627
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	18	1.653	402.3102839	15.83898756	403.161549
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	19	1.67741	408.4394277	16.08029243	409.1150666
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	20	1.70307	414.8824359	16.33395417	415.3697552
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	21	1.7289	421.3681296	16.58929644	421.6621109
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	22	1.75074	426.8519682	16.8051956	426.9795684
11	Isle Royale	1136	LSIR06-6-175	Siscowet	23	431	1.76726	23	1.76726	431	16.96850394	431
